Country or Area,Item,Year,Value
Djibouti,Industry (including construction), value added (% of GDP),2003,
Djibouti,Industry (including construction), value added (% of GDP),2004,
Djibouti,Industry (including construction), value added (% of GDP),2005,
Djibouti,Industry (including construction), value added (% of GDP),2006,
Djibouti,Industry (including construction), value added (% of GDP),2007,
Djibouti,Industry (including construction), value added (% of GDP),2008,
Djibouti,Industry (including construction), value added (% of GDP),2009,
Djibouti,Industry (including construction), value added (% of GDP),2010,
Djibouti,Industry (including construction), value added (% of GDP),2011,
Djibouti,Industry (including construction), value added (% of GDP),2012,
Djibouti,Industry (including construction), value added (% of GDP),2013,11.3956281614023
Djibouti,Industry (including construction), value added (% of GDP),2014,11.6442033593919
Djibouti,Industry (including construction), value added (% of GDP),2015,11.3951494809576
Djibouti,Industry (including construction), value added (% of GDP),2016,11.3387071221455
Djibouti,Industry (including construction), value added (% of GDP),2017,12.4061244543166
Djibouti,Industry (including construction), value added (% of GDP),2018,13.9916053923181
Djibouti,Industry (including construction), value added (% of GDP),2019,14.610289493982
Djibouti,Industry (including construction), value added (% of GDP),2020,15.0382639880325
Djibouti,Industry (including construction), value added (% of GDP),2021,16.2871053583915
Djibouti,Industry (including construction), value added (% of GDP),2022,15.3334920376053
Djibouti,Industry (including construction), value added (% of GDP),2023,
Dominica,Industry (including construction), value added (% of GDP),1960,
Dominica,Industry (including construction), value added (% of GDP),1961,
Dominica,Industry (including construction), value added (% of GDP),1962,
Dominica,Industry (including construction), value added (% of GDP),1963,
Dominica,Industry (including construction), value added (% of GDP),1964,
Dominica,Industry (including construction), value added (% of GDP),1965,
Dominica,Industry (including construction), value added (% of GDP),1966,
Dominica,Industry (including construction), value added (% of GDP),1967,
Dominica,Industry (including construction), value added (% of GDP),1968,
Dominica,Industry (including construction), value added (% of GDP),1969,
Dominica,Industry (including construction), value added (% of GDP),1970,
Dominica,Industry (including construction), value added (% of GDP),1971,
Dominica,Industry (including construction), value added (% of GDP),1972,
Dominica,Industry (including construction), value added (% of GDP),1973,
Dominica,Industry (including construction), value added (% of GDP),1974,
Dominica,Industry (including construction), value added (% of GDP),1975,
Dominica,Industry (including construction), value added (% of GDP),1976,
Dominica,Industry (including construction), value added (% of GDP),1977,10.3062784732691
Dominica,Industry (including construction), value added (% of GDP),1978,10.1210021949726
Dominica,Industry (including construction), value added (% of GDP),1979,10.1679801718434
Dominica,Industry (including construction), value added (% of GDP),1980,13.7127030606367
Dominica,Industry (including construction), value added (% of GDP),1981,13.3737335398271
Dominica,Industry (including construction), value added (% of GDP),1982,13.6390675603007
Dominica,Industry (including construction), value added (% of GDP),1983,12.4215194253449
Dominica,Industry (including construction), value added (% of GDP),1984,12.0079484781582
Dominica,Industry (including construction), value added (% of GDP),1985,11.2752895926937
Dominica,Industry (including construction), value added (% of GDP),1986,10.2078209667629
Dominica,Industry (including construction), value added (% of GDP),1987,10.2910808437647
Dominica,Industry (including construction), value added (% of GDP),1988,11.5517583832073
Dominica,Industry (including construction), value added (% of GDP),1989,12.3983525847039
Dominica,Industry (including construction), value added (% of GDP),1990,12.484830654948
Dominica,Industry (including construction), value added (% of GDP),1991,12.6432519886747
Dominica,Industry (including construction), value added (% of GDP),1992,13.8996138996139
Dominica,Industry (including construction), value added (% of GDP),1993,14.0816388101128
Dominica,Industry (including construction), value added (% of GDP),1994,13.7179361454729
Dominica,Industry (including construction), value added (% of GDP),1995,14.418315996816
Dominica,Industry (including construction), value added (% of GDP),1996,14.361924553645
Dominica,Industry (including construction), value added (% of GDP),1997,14.5659906853937
Dominica,Industry (including construction), value added (% of GDP),1998,14.9165431758395
Dominica,Industry (including construction), value added (% of GDP),1999,15.0577728160759
Dominica,Industry (including construction), value added (% of GDP),2000,15.8601463842642
Dominica,Industry (including construction), value added (% of GDP),2001,15.3862065211475
Dominica,Industry (including construction), value added (% of GDP),2002,15.4685815279615
Dominica,Industry (including construction), value added (% of GDP),2003,13.6082162815285
Dominica,Industry (including construction), value added (% of GDP),2004,13.2726135721778
Dominica,Industry (including construction), value added (% of GDP),2005,13.0189427447152
Dominica,Industry (including construction), value added (% of GDP),2006,13.1614911548098
Dominica,Industry (including construction), value added (% of GDP),2007,13.4120294275343
Dominica,Industry (including construction), value added (% of GDP),2008,12.7191599776899
Dominica,Industry (including construction), value added (% of GDP),2009,11.3616054524801
Dominica,Industry (including construction), value added (% of GDP),2010,11.7075292688232
Dominica,Industry (including construction), value added (% of GDP),2011,12.8381025599326
Dominica,Industry (including construction), value added (% of GDP),2012,12.7542505277437
Dominica,Industry (including construction), value added (% of GDP),2013,12.3197562063327
Dominica,Industry (including construction), value added (% of GDP),2014,12.4903925531612
Dominica,Industry (including construction), value added (% of GDP),2015,12.5336474907362
Dominica,Industry (including construction), value added (% of GDP),2016,11.9917471172758
Dominica,Industry (including construction), value added (% of GDP),2017,11.0723694955936
Dominica,Industry (including construction), value added (% of GDP),2018,16.1501588912329
Dominica,Industry (including construction), value added (% of GDP),2019,15.0803985101293
Dominica,Industry (including construction), value added (% of GDP),2020,12.2295024166654
Dominica,Industry (including construction), value added (% of GDP),2021,12.1723296113979
Dominica,Industry (including construction), value added (% of GDP),2022,12.0389734709681
Dominica,Industry (including construction), value added (% of GDP),2023,
Denmark,Industry (including construction), value added (% of GDP),1960,
Denmark,Industry (including construction), value added (% of GDP),1961,
